Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_259	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Propionispora	NA
ASV_260	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	NA	NA	NA
ASV_261	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_262	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_263	Bacteria	GAL15	NA	NA	NA	NA	NA
ASV_264	Bacteria	NA	NA	NA	NA	NA	NA
ASV_265	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_266	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	NA
ASV_267	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_268	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_269	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	NA
ASV_270	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_271	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_272	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_273	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_274	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_275	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tabrizicola	aquatica
ASV_276	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_277	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sulfuricellaceae	Sulfurirhabdus	NA
ASV_278	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_279	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	NA
ASV_280	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA	NA
ASV_281	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA	NA
ASV_282	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_283	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA
ASV_284	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_285	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosotenuis	NA
ASV_286	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_287	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	NA
ASV_288	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_289	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA
ASV_290	Archaea	Thermoplasmatota	Thermoplasmatota_cl	Thermoplasmatota_or	Thermoplasmatota_fa	NA	NA
ASV_291	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_292	Bacteria	NA	NA	NA	NA	NA	NA
ASV_293	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	ML635J-40_aquatic_group	NA	NA
ASV_294	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
ASV_295	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	AB-539-J10	SCGC-AB-539-J10	NA
ASV_296	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
ASV_297	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Azorhizobium	caulinodans
ASV_298	Bacteria	GAL15	NA	NA	NA	NA	NA
ASV_299	Bacteria	NA	NA	NA	NA	NA	NA
ASV_300	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosotenuis	NA
ASV_301	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	tunisiensis
ASV_302	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Propionispora	NA
ASV_303	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_304	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	Alkaliphilus	NA
ASV_305	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_306	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_307	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_308	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	wb1-A12	NA
ASV_309	Archaea	NA	NA	NA	NA	NA	NA
ASV_310	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	Alkaliphilus	NA
ASV_311	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_312	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosotenuis	NA
ASV_313	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_314	Archaea	Aenigmarchaeota	Aenigmarchaeia	Aenigmarchaeales	NA	NA	NA
ASV_315	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_316	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_317	Bacteria	NA	NA	NA	NA	NA	NA
ASV_318	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
ASV_319	Bacteria	GAL15	NA	NA	NA	NA	NA
ASV_320	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA	NA
ASV_321	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_322	Bacteria	NA	NA	NA	NA	NA	NA
ASV_323	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_324	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_325	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_326	Bacteria	NA	NA	NA	NA	NA	NA
ASV_327	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
ASV_328	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA
ASV_329	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV_330	Archaea	Crenarchaeota	Nitrososphaeria	NA	NA	NA	NA
ASV_331	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	NA
ASV_332	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_333	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	NA
ASV_334	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_335	Bacteria	NA	NA	NA	NA	NA	NA
ASV_336	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	NA
ASV_337	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_338	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA	NA
ASV_339	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_340	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV_341	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Sideroxydans	NA
ASV_342	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_343	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	NA
ASV_344	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	NA
ASV_345	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	NA	NA	NA
ASV_346	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	NA
ASV_347	Bacteria	NA	NA	NA	NA	NA	NA
ASV_348	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	NA
ASV_349	Bacteria	NA	NA	NA	NA	NA	NA
ASV_350	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_351	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_352	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA	NA
ASV_353	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA	NA
ASV_354	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
ASV_355	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_356	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA
ASV_357	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_358	Bacteria	Firmicutes	Desulfotomaculia	Ammonifexales	Desulforudaceae	Candidatus_Desulforudis	NA
ASV_359	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_360	Bacteria	GAL15	NA	NA	NA	NA	NA
ASV_361	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA	NA
ASV_362	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
ASV_363	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
ASV_364	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_365	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrososphaera	NA
ASV_366	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA
ASV_367	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	NA	NA
ASV_368	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA	NA
ASV_369	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	NA	NA	NA
ASV_370	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_371	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosotenuis	NA
ASV_372	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_373	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	NA
ASV_374	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_375	Bacteria	NA	NA	NA	NA	NA	NA
ASV_376	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_377	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	NA
ASV_378	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_379	Bacteria	GAL15	NA	NA	NA	NA	NA
ASV_380	Archaea	NA	NA	NA	NA	NA	NA
ASV_381	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_382	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_383	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA
ASV_384	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_385	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_386	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosotenuis	NA
ASV_387	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Giovannonibacteria	NA	NA	NA
ASV_388	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA
ASV_389	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	NA
ASV_390	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_391	Archaea	Crenarchaeota	Nitrososphaeria	NA	NA	NA	NA
ASV_392	Archaea	Crenarchaeota	Nitrososphaeria	NA	NA	NA	NA
ASV_393	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_394	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_395	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	NA
ASV_396	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_397	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	NA	NA	NA
ASV_398	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	NA
ASV_399	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	NA
ASV_400	Bacteria	NA	NA	NA	NA	NA	NA
ASV_401	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_402	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_403	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_404	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV_405	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_8	NA
ASV_406	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	NA	NA
ASV_407	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	NA
ASV_408	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	NA	NA	NA
ASV_409	Bacteria	Acetothermia	Acetothermiia	NA	NA	NA	NA
ASV_410	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	NA
ASV_411	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	NA
ASV_412	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_413	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	NA
ASV_414	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	NA
ASV_415	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_416	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	SR-FBR-L83	NA	NA
ASV_417	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV_418	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_419	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Vulcaniibacterium	NA
ASV_420	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
ASV_421	Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	NA
ASV_422	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	NA
ASV_423	Bacteria	NA	NA	NA	NA	NA	NA
ASV_424	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA
ASV_425	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_426	Bacteria	Acidobacteriota	Subgroup_18	NA	NA	NA	NA
ASV_427	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	Candidatus_Nitrosotalea	NA
ASV_428	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosotenuis	NA
ASV_429	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	NA	NA
ASV_430	Bacteria	Planctomycetota	Brocadiae	Brocadiales	GWA2-50-13	NA	NA
ASV_431	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	NA
ASV_432	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_433	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_434	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8	NA
ASV_435	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	NA
ASV_436	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_437	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_438	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA	NA
ASV_439	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	NA
ASV_440	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
ASV_441	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_442	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	NA
ASV_443	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA	NA
ASV_444	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sulfuricellaceae	Ferritrophicum	NA
ASV_445	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_446	Bacteria	Verrucomicrobiota	Verrucomicrobiae	NA	NA	NA	NA
ASV_447	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_448	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_449	Bacteria	DTB120	NA	NA	NA	NA	NA
ASV_450	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	NA	NA
ASV_451	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA
ASV_452	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_453	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_454	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_455	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
ASV_456	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_457	Bacteria	Acidobacteriota	Subgroup_5	NA	NA	NA	NA
ASV_458	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	NA
ASV_459	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA	NA
ASV_460	Bacteria	GAL15	NA	NA	NA	NA	NA
ASV_461	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV_462	Bacteria	NA	NA	NA	NA	NA	NA
ASV_463	Bacteria	GAL15	NA	NA	NA	NA	NA
ASV_464	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_465	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_466	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
ASV_467	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Ryanbacteria	NA	NA	NA
ASV_468	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_469	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Defluviimonas	NA
ASV_470	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	aquatilis
ASV_471	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_472	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_473	Bacteria	NA	NA	NA	NA	NA	NA
ASV_474	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_475	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_15	NA	NA	NA
ASV_476	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
ASV_477	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA
ASV_478	Bacteria	Chloroflexi	Dehalococcoidia	661239	NA	NA	NA
ASV_479	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA
ASV_480	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA
ASV_481	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	I-8	NA
ASV_482	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_483	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_484	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_485	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_486	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_487	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_18	NA
ASV_488	Bacteria	NA	NA	NA	NA	NA	NA
ASV_489	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	wb1-A12	NA
ASV_490	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_491	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_492	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA
ASV_493	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_494	Bacteria	Chloroflexi	OLB14	NA	NA	NA	NA
ASV_495	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
ASV_496	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA
ASV_497	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_498	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	MIZ17	NA
ASV_499	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_500	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Denitratisoma	NA
ASV_501	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Elioraeaceae	Elioraea	tepidiphila
ASV_502	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_503	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_504	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA
ASV_505	Bacteria	GAL15	NA	NA	NA	NA	NA
ASV_506	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA
ASV_507	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_508	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_509	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	NA
ASV_510	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_511	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_512	Bacteria	NA	NA	NA	NA	NA	NA
ASV_513	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA
ASV_514	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_515	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	NA
ASV_516	Bacteria	NA	NA	NA	NA	NA	NA
ASV_517	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA	NA
ASV_518	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_519	Bacteria	NA	NA	NA	NA	NA	NA
ASV_520	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA	NA
ASV_521	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_522	Bacteria	NA	NA	NA	NA	NA	NA
ASV_523	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA
ASV_524	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV_525	Bacteria	Elusimicrobiota	Lineage_IIc	NA	NA	NA	NA
ASV_526	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	NA
ASV_527	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_528	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	NA
ASV_529	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrososphaera	NA
ASV_530	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_531	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_532	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	blasticus
ASV_533	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_534	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
